ISSUE_ID,USER,DATE,COMMENT
MTOMCAT-105, albert kam,03/Nov/11 10:13,"Here is the simple app attachment, whose executable war runs wrongly, with the error of java.io.FileNotFoundException: jndi:/localhost/BasicSetup/WEB-INF/faces-config.xml "
MTOMCAT-105, Olivier Lamy (*$^¨%`£),03/Nov/11 17:14,"can you try with enabling naming:

<enableNaming>true</enableNaming>

 "
MTOMCAT-105, albert kam,04/Nov/11 01:51,"Thanks for the fast response !

I added that in the plugin configuration, still the same FNFE. And then i tried experimenting the 'useNaming', setting both of the config to true and false, but still the same FNFE.

Just a wild guess from googling around if this has something to do with the classloader classpath where it couldnt see the content of the war that has the WEB-INF/faces-config.xml ? "
MTOMCAT-105, Olivier Lamy (*$^¨%`£),20/Dec/11 00:08,"any way you provide a sample project to reproduce that ?
BTW some changes has been applied could you retry if you still have the issues ? "
MTOMCAT-105, Olivier Lamy (*$^¨%`£),11/Jan/13 15:27,please provide more infos. 
MTOMCAT-106, Olivier Lamy (*$^¨%`£),16/Nov/11 16:45,"please attach a patch file and check ""Grant license to ASF for inclusion in ASF works (as per the Apache License §5)""

Thanks! "
MTOMCAT-106, William Ghelfi,16/Nov/11 17:33,"Just attached a patch 

For a prettified preview, go to: 

https://github.com/apache/tomcat-maven-plugin/pull/1/files "
MTOMCAT-106, Olivier Lamy (*$^¨%`£),16/Nov/11 18:01,"to prevent too much complicated xml configuration.
I would prefer : ExtraDependency extend Dependency "
MTOMCAT-106, William Ghelfi,16/Nov/11 18:19,"Me too! 
But due to my (great) lack of skills as a Java programmer, I was unable to obtain the desired set of classes... so I just sticked with what I found for warDependencies and hacked the code with a bit of copy & paste & rename

Maybe you can properly refactor the patch? "
MTOMCAT-106, Olivier Lamy (*$^¨%`£),16/Nov/11 22:40,you are using mvn 2.x ? 
MTOMCAT-106, William Ghelfi,16/Nov/11 22:58,"Yep, 2.2.1 "
MTOMCAT-106, Olivier Lamy (*$^¨%`£),16/Nov/11 23:06,"ok. fyi You won't have this issue with 3.x
BTW I have to fix that  "
MTOMCAT-106, William Ghelfi,16/Nov/11 23:25,"Thank you 
At the moment I have to keep the software I'm co-working on, at version 2.2.1 because it's quite complex and many components and features need to be re-thinked before we can upgrade to mvn 3.

We will approach mvn 3 during 2012 for sure, but for the next release we really look forward for your fix 

Thank you again for your great work and quick response "
MTOMCAT-106, Olivier Lamy (*$^¨%`£),17/Nov/11 10:43,"patch not used. Implemented with a more easy solution.
SNAPSHOT deployed to http://repository.apache.org/content/groups/snapshots-group/

reopen if you still have issue. "
MTOMCAT-106, Hudson,17/Nov/11 10:51,"Integrated in TomcatMavenPlugin #66 (See https://builds.apache.org/job/TomcatMavenPlugin/66/)
    MTOMCAT-106 tomcat7-maven-plugin extraDependency not working with class not found
attached patch not used, implements a more simple solution.

olamy : http://svn.apache.org/viewvc/?view=rev&rev=1203144
Files : 

	/tomcat/maven-plugin/trunk/tomcat7-maven-plugin/src/main/java/org/apache/tomcat/maven/plugin/tomcat7/run/AbstractExecWarMojo.java
	/tomcat/maven-plugin/trunk/tomcat7-maven-plugin/src/main/java/org/apache/tomcat/maven/plugin/tomcat7/run/ExtraDependency.java

 "
MTOMCAT-106, William Ghelfi,17/Nov/11 12:09,"Thank you, works fine "
MTOMCAT-108, Brad Giaccio,16/Dec/11 14:30,"I've tested this patch on Mac OSX 10.6.8, Fedora Core 16, and Redhat Linux 5.4

It handles, httpPort not being set so only https starts up
it adds 3 options to the startup
-keyAlias
-clientAuth
It checks for the 6 -Djavax.net.ssl properties for setting up key and trust stores

I also added PasswordUtil to allow the passwords to be obfuscated (a security requirement for some systems is no passwords in clear text ... I know obfuscation is like closing your front door and hoping know one uses the peep hole).

I've confirmed function as best I can with and without http turned on and with and without clientAuth.  It appears to be working correctly. "
MTOMCAT-108, Olivier Lamy (*$^¨%`£),16/Dec/11 14:39,@Brad looks a good patch. Note the maven plugin use the maven code formatting: http://maven.apache.org/developers/conventions/code.html 
MTOMCAT-108, Olivier Lamy (*$^¨%`£),16/Dec/11 21:41,btw regarding this obfuscate stuff I wonder how it's secured as the deobfuscate method is open source  
MTOMCAT-108, Brad Giaccio,18/Dec/11 02:47,"@Oliver
1. Sorry about the formatting I tried to follow what you had, as odd as it looked.  If you can't take it as is then I'll have to fix it on Monday.
2. As for the obfuscate stuff, its most definitely breakable but at least 'protects' it from prying eyes.  In the environment I'll be using this having plain texts passwords is a deal breaker and will mean I can't install my software, so please please keep it.  

If there is anything else I can do let me know "
MTOMCAT-108, Olivier Lamy (*$^¨%`£),19/Dec/11 09:14,"why not reading the password from a file ? 
And -httpsPasswordFile= (the file will contains only the password)
this comment ""Lifted from Jetty org.mortbay.jetty.security.Password"" can/will lead in some ip issues.
With such source code import, license headers must be preserve and I don't see that in your patch. "
MTOMCAT-108, Brad Giaccio,19/Dec/11 14:09,"Reading plain text from a file wouldn't help the security scan software would still find it, it needs to be non-human-readable.

The code http://grepcode.com/file_/repo1.maven.org/maven2/org.mortbay.jetty/jetty/6.1.11/org/mortbay/jetty/security/Password.java/?v=source
Uses the Apache 2.0 License which says I can reuse the code and I just put your style of comment in the header so it would match the rest of your code. "
MTOMCAT-108, Brad Giaccio,19/Dec/11 18:50,"1. Cleaned up formatting

2. Added a @see to PaswordUtil pointing back to Jetty Source

3. Will apply cleanly after your patch to MTOMCAT-109 "
MTOMCAT-108, Olivier Lamy (*$^¨%`£),19/Dec/11 23:52,"applied.
SNAPSHOT will deployed by jenkins build.
Reopen if any issues.
Thanks for the patch! "
MTOMCAT-108, Hudson,20/Dec/11 00:20,"Integrated in TomcatMavenPlugin #75 (See https://builds.apache.org/job/TomcatMavenPlugin/75/)
    MTOMCAT-108 The httpsPort flag starts another http thread not an https thread
Submitted by Brad Giaccio.

olamy : http://svn.apache.org/viewvc/?view=rev&rev=1221023
Files : 

	/tomcat/maven-plugin/trunk/tomcat7-war-runner/src/main/java/org/apache/tomcat/maven/runner/PasswordUtil.java
	/tomcat/maven-plugin/trunk/tomcat7-war-runner/src/main/java/org/apache/tomcat/maven/runner/Tomcat7Runner.java
	/tomcat/maven-plugin/trunk/tomcat7-war-runner/src/main/java/org/apache/tomcat/maven/runner/Tomcat7RunnerCli.java

 "
MTOMCAT-108, Keith Corbin,20/Dec/11 15:31,How long will it take for this to make its way to the Maven repo?   
MTOMCAT-108, Olivier Lamy (*$^¨%`£),20/Dec/11 15:40,"@Keith until a release 
Currently you can use 2.0-SNAPSHOT to test.
see http://tomcat.apache.org/maven-plugin-2.0-SNAPSHOT/snapshot-test.html "
MTOMCAT-108, Keith Corbin,20/Dec/11 15:44,"@Olivier.  Sorry, I meant when will it be available in the SNAPSHOT?  Currently the SNAPSHOT is showing a last build date of Novermber 11th, 2011. "
MTOMCAT-108, Brad Giaccio,21/Dec/11 18:42,"@Keith what Repository are you looking in https://repository.apache.org/content/groups/snapshots-group/org/apache/tomcat/maven/tomcat7-war-runner/2.0-SNAPSHOT/
The files from Tue Dec 20 00:16:29 UTC 2011, the ones after  that (i.e Today) appear to have fixes for MTOMCAT-110 and MTOMCAT-111 as well "
MTOMCAT-108, Olivier Lamy (*$^¨%`£),21/Dec/11 18:49,"http://tomcat.apache.org/maven-plugin-2.0-SNAPSHOT/snapshot-test.html
says https://repository.apache.org/content/groups/snapshots-group "
MTOMCAT-108, Keith Corbin,21/Dec/11 21:33,"My bad, I was looking at the old repo location.
--Keith


On Wed, Dec 21, 2011 at 1:51 PM, Olivier Lamy (Commented) (JIRA) <
 "
MTOMCAT-118, Olivier Lamy (*$^¨%`£),02/Feb/12 10:04,which maven version are you using ? 
MTOMCAT-118, Dave Lund,02/Feb/12 10:09,apologizes mvn --version output attached to environment field 
MTOMCAT-118, Olivier Lamy (*$^¨%`£),02/Feb/12 10:49,"argh I see this can work only with 3.0.3+
I will fix that but until you must use 3.0.3/3.0.4 "
MTOMCAT-118, Dave Lund,02/Feb/12 11:27,Thanks for the work around - I've no problem with upgrading maven anyway 
MTOMCAT-118, Hudson,03/Feb/12 17:34,"Integrated in TomcatMavenPlugin-mvn3.x #112 (See https://builds.apache.org/job/TomcatMavenPlugin-mvn3.x/112/)
    MTOMCAT-118 tomcat7:run wont accept additionalClasspathDir arguments
before 3.0.3 maven doesn't support mojo fields Collections other than String

olamy : http://svn.apache.org/viewvc/?view=rev&rev=1240234
Files : 

	/tomcat/maven-plugin/trunk/tomcat6-maven-plugin/src/main/java/org/apache/tomcat/maven/plugin/tomcat6/RunMojo.java
	/tomcat/maven-plugin/trunk/tomcat7-maven-plugin/src/main/java/org/apache/tomcat/maven/plugin/tomcat7/run/RunMojo.java

 "
MTOMCAT-119, Nick Lloyd,08/Aug/12 20:03,"The reason for this is actually in org.apache.catalina.startup.ContextConfig processContextConfig implementation for tomcat 7, which is different from tomcat 6.  Digging into that code shows in tomcat 6 some careful ""does this file exist?"" checks before any xml stream parsing happens.  In tomcat 7 an InputSource is created against the file without checking for the file's existence (which is allowed).  After that an attempt is made to create a stream from that InputSource, which fails, but moving forward from that the method only checks for the presence/absence of the InputSource instance instead of whether or not the stream was created successfully.

Whether this is a bug in tomcat 7 or not I do not know. "
MTOMCAT-119, Glen Mazza,10/Jan/13 14:54,"I'm attaching perhaps a simpler example to replicate the matter.  

This attached sample works fine, because in webapps/META-INF I have a context.xml file with this content:  <context/>

To test the sample, from the base root, run:
mvn clean install tomcat:run-war

Then check from a browser:
http://localhost:8080/doubleit/services/doubleit?wsdl
that you can see a WSDL document (i.e., working).

If I remove the context.xml file, I get the similar file-not-found exception as the original poster. "
MTOMCAT-119, Glen Mazza,10/Jan/13 22:12,"Patch attached.  Note one slight potential drawback, is that now both tomcat7:run & tomcat7:run-war will check for the default META-INF/context.xml if contextFile is not explicitly configured (and use that file), however neither will report anything if that file is not present (as it doesn't need to be).  In the past only tomcat7:run-war checks for that file if contextFile is not set.

This patch fixes the exception because now if META-INF/context.xml is not present (and contextFile not explicitly configured for another file), no file is sent to Tomcat and hence the latter will use whatever context defaults it uses.  However, if you explicitly configure any file via contextFile that doesn't exist Tomcat will continue to throw a File Not Found exception (as it should), alerting the developer to the problem.

Unrelated issue fixed, in AbstractRunWarMojo the @Parameter property ""maven.tomcat.warDirectory"" was not defined, making users unable to provide a setting via the CLI -Dmaven.tomcat.warDirectory option (although it is defined in that class' parent AbstractRunMojo, I've found there's no inheritance of individual @Parameter values, just the @Parameter tag itself.) "
MTOMCAT-119, Olivier Lamy (*$^¨%`£),11/Jan/13 14:42,"fixed http://svn.apache.org/r1432054
Thanks ! "
MTOMCAT-119, Hudson,30/Jan/13 10:50,"Integrated in TomcatMavenPlugin-mvn3.x #227 (See https://builds.apache.org/job/TomcatMavenPlugin-mvn3.x/227/)
    MTOMCAT-119 tomcat7:run-war fails because it expects META-INF\context.xml
Submitted by Glen Mazza (Revision 1432054)

     Result = SUCCESS
olamy : http://svn.apache.org/viewvc/?view=rev&rev=1432054
Files : 

	/tomcat/maven-plugin/trunk/tomcat7-maven-plugin/src/main/java/org/apache/tomcat/maven/plugin/tomcat7/run/AbstractRunMojo.java
	/tomcat/maven-plugin/trunk/tomcat7-maven-plugin/src/main/java/org/apache/tomcat/maven/plugin/tomcat7/run/AbstractRunWarMojo.java

 "
MTOMCAT-123, Nathan Schile,05/Mar/12 17:17,Test project that demonstrates bug. 
MTOMCAT-123, Olivier Lamy (*$^¨%`£),05/Mar/12 22:03,"fixed r1297241.
SNAPSHOT deployed. "
MTOMCAT-123, Hudson,06/Mar/12 14:17,"Integrated in TomcatMavenPlugin-mvn3.x #114 (See https://builds.apache.org/job/TomcatMavenPlugin-mvn3.x/114/)
    MTOMCAT-123 Can't add test scoped dependency filters to web.xml. (Revision 1297241)

     Result = FAILURE
olamy : http://svn.apache.org/viewvc/?view=rev&rev=1297241
Files : 

	/tomcat/maven-plugin/trunk/tomcat7-maven-plugin/src/main/java/org/apache/tomcat/maven/plugin/tomcat7/run/RunMojo.java

 "
MTOMCAT-125, Olivier Lamy (*$^¨%`£),12/Mar/12 12:21,"Do you have more logs ? (especially container start )
How do you add dependency on your jdbc driver when you use the plugin ? "
MTOMCAT-125, guofeng zhang,13/Mar/12 11:08,"I add the jdbc driver and commons-dbcp to the plugin's dependencies.

I have a sample project, but I donot know how to attach it here. I have posted it in the mailing list. 

The following is the output on the Console (I use WIndows 7):


Mar 13, 2012 7:04:23 PM org.apache.coyote.AbstractProtocol init
INFO: Initializing ProtocolHandler [""http-bio-9090""]
Mar 13, 2012 7:04:23 PM org.apache.catalina.core.StandardService startInternal
INFO: Starting service Tomcat
Mar 13, 2012 7:04:23 PM org.apache.catalina.core.StandardEngine startInternal
INFO: Starting Servlet Engine: Apache Tomcat/7.0.25
Mar 13, 2012 7:04:24 PM org.apache.catalina.startup.ContextConfig getDefaultWebXmlFragment
INFO: No global web.xml found
Mar 13, 2012 7:04:24 PM org.apache.catalina.startup.ContextConfig webConfig
SEVERE: Unable to determine URL for WEB-INF/classes
javax.naming.NameNotFoundException: Resource /WEB-INF/classes not found
        at org.apache.naming.resources.BaseDirContext.listBindings(BaseDirContext.java:733)
        at org.apache.naming.resources.ProxyDirContext.listBindings(ProxyDirContext.java:546)
        at org.apache.catalina.startup.ContextConfig.webConfig(ContextConfig.java:1197)
        at org.apache.catalina.startup.ContextConfig.configureStart(ContextConfig.java:825)
        at org.apache.catalina.startup.ContextConfig.lifecycleEvent(ContextConfig.java:300)
        at org.apache.catalina.util.LifecycleSupport.fireLifecycleEvent(LifecycleSupport.java:119)
        at org.apache.catalina.util.LifecycleBase.fireLifecycleEvent(LifecycleBase.java:90)
        at org.apache.catalina.core.StandardContext.startInternal(StandardContext.java:5161)
        at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:150)
        at org.apache.catalina.core.ContainerBase$StartChild.call(ContainerBase.java:1568)
        at org.apache.catalina.core.ContainerBase$StartChild.call(ContainerBase.java:1558)
        at java.util.concurrent.FutureTask$Sync.innerRun(FutureTask.java:334)
        at java.util.concurrent.FutureTask.run(FutureTask.java:166)
        at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1110)
        at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:603)
        at java.lang.Thread.run(Thread.java:722)

Mar 13, 2012 7:04:27 PM org.apache.catalina.core.StandardContext addApplicationListener
INFO: The listener ""com.sun.faces.config.ConfigureListener"" is already configured for this context. The duplicate defini
tion has been ignored.
Mar 13, 2012 7:04:27 PM com.sun.faces.config.ConfigureListener contextInitialized
INFO: Initializing Mojarra 2.1.4 (SNAPSHOT 20111107) for context '/webds'
Mar 13, 2012 7:04:27 PM com.sun.faces.spi.InjectionProviderFactory createInstance
INFO: JSF1048: PostConstruct/PreDestroy annotations present.  ManagedBeans methods marked with these annotations will ha
ve said annotations processed.
javax.naming.NameNotFoundException: Name jdbc is not bound in this Context
        at org.apache.naming.NamingContext.lookup(NamingContext.java:820)
        at org.apache.naming.NamingContext.lookup(NamingContext.java:168)
        at org.apache.naming.factory.ResourceLinkFactory.getObjectInstance(ResourceLinkFactory.java:94)
        at javax.naming.spi.NamingManager.getObjectInstance(NamingManager.java:321)
        at org.apache.naming.NamingContext.lookup(NamingContext.java:843)
        at org.apache.naming.NamingContext.lookup(NamingContext.java:154)
        at org.apache.naming.NamingContext.lookup(NamingContext.java:831)
        at org.apache.naming.NamingContext.lookup(NamingContext.java:154)
        at org.apache.naming.NamingContext.lookup(NamingContext.java:831)
        at org.apache.naming.NamingContext.lookup(NamingContext.java:154)
        at org.apache.naming.NamingContext.lookup(NamingContext.java:831)
        at org.apache.naming.NamingContext.lookup(NamingContext.java:168)
        at org.apache.naming.SelectorContext.lookup(SelectorContext.java:158)
        at javax.naming.InitialContext.lookup(InitialContext.java:411)
        at sample.DatabaseInitializer.processEvent(DatabaseInitializer.java:32)
        at javax.faces.event.SystemEvent.processListener(SystemEvent.java:106)
        at com.sun.faces.application.ApplicationImpl.processListeners(ApplicationImpl.java:2168)
        at com.sun.faces.application.ApplicationImpl.invokeListenersFor(ApplicationImpl.java:2144)
        at com.sun.faces.application.ApplicationImpl.publishEvent(ApplicationImpl.java:302)
        at com.sun.faces.config.ConfigManager.publishPostConfigEvent(ConfigManager.java:600)
        at com.sun.faces.config.ConfigManager.initialize(ConfigManager.java:369)
        at com.sun.faces.config.ConfigureListener.contextInitialized(ConfigureListener.java:225)
        at org.apache.catalina.core.StandardContext.listenerStart(StandardContext.java:4779)
        at org.apache.catalina.core.StandardContext.startInternal(StandardContext.java:5273)
        at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:150)
        at org.apache.catalina.core.ContainerBase$StartChild.call(ContainerBase.java:1568)
        at org.apache.catalina.core.ContainerBase$StartChild.call(ContainerBase.java:1558)
        at java.util.concurrent.FutureTask$Sync.innerRun(FutureTask.java:334)
        at java.util.concurrent.FutureTask.run(FutureTask.java:166)
        at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1110)
        at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:603)
        at java.lang.Thread.run(Thread.java:722)
Mar 13, 2012 7:04:27 PM org.apache.coyote.AbstractProtocol start
INFO: Starting ProtocolHandler [""http-bio-9090""] "
MTOMCAT-125, guofeng zhang,13/Mar/12 11:10,I attached the sample for reproducing it. 
MTOMCAT-128, Olivier Lamy (*$^¨%`£),30/Jan/13 15:36,"fixed.
If you could try 2.1-SNAPSHOT. "
MTOMCAT-128, Hudson,30/Jan/13 15:48,"Integrated in TomcatMavenPlugin-mvn3.x #229 (See https://builds.apache.org/job/TomcatMavenPlugin-mvn3.x/229/)
    MTOMCAT-128 The plugin ignores and/or parses web.xml incorrectally when using tomcatWebXml option (Revision 1440473)

     Result = SUCCESS
olamy : http://svn.apache.org/viewvc/?view=rev&rev=1440473
Files : 

	/tomcat/maven-plugin/trunk/tomcat6-maven-plugin/pom.xml
	/tomcat/maven-plugin/trunk/tomcat6-maven-plugin/src/main/java/org/apache/tomcat/maven/plugin/tomcat6/AbstractRunMojo.java
	/tomcat/maven-plugin/trunk/tomcat7-maven-plugin/src/main/java/org/apache/tomcat/maven/plugin/tomcat7/run/AbstractRunMojo.java
	/tomcat/maven-plugin/trunk/tomcat7-maven-plugin/src/main/java/org/apache/tomcat/maven/plugin/tomcat7/run/RunMojo.java

 "
MTOMCAT-128, Gilberto C Andrade,30/Jan/13 17:46,"I can't, receiving 302 Found error:
<quote>
Downloaded: http://repository.apache.org/content/repositories/snapshots/org/apache/tomcat/maven/tomcat7-maven-plugin/2.1-SNAPSHOT/tomcat7-maven-plugin-2.1-SNAPSHOT.jar (427 B at 0.4 KB/sec)
[WARNING] Failed to retrieve plugin descriptor for org.apache.tomcat.maven:tomcat7-maven-plugin:2.1-SNAPSHOT: Failed to parse plugin descriptor for org.apache.tomcat.maven:tomcat7-maven-plugin:2.1-SNAPSHOT (/home/gilberto.andrade/.m2/repository/org/apache/tomcat/maven/tomcat7-maven-plugin/2.1-SNAPSHOT/tomcat7-maven-plugin-2.1-SNAPSHOT.jar): error in opening zip file
[WARNING] The metadata /home/gilberto.andrade/.m2/repository/org/sonatype/plugins/maven-metadata-apache.snapshots.xml is invalid: end tag name </body> must match start tag name <hr> from line 7 (position: TEXT seen ...</address>\n</body>... @9:8) 
[WARNING] The metadata /home/gilberto.andrade/.m2/repository/com/ning/maven/plugins/maven-metadata-apache.snapshots.xml is invalid: end tag name </body> must match start tag name <hr> from line 7 (position: TEXT seen ...</address>\n</body>... @9:8) 
[WARNING] The metadata /home/gilberto.andrade/.m2/repository/org/apache/tomcat/maven/maven-metadata-apache.snapshots.xml is invalid: end tag name </body> must match start tag name <hr> from line 7 (position: TEXT seen ...</address>\n</body>... @9:8) 
[WARNING] The POM for org.apache.tomcat.maven:tomcat7-maven-plugin:jar:2.1-SNAPSHOT is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
[INFO] ------------------------------------------------------------------------
[INFO] BUILD FAILURE
[INFO] ------------------------------------------------------------------------
[INFO] Total time: 3.623s
[INFO] Finished at: Wed Jan 30 14:43:10 BRT 2013
[INFO] Final Memory: 6M/245M
[INFO] ------------------------------------------------------------------------
[ERROR] Failed to parse plugin descriptor for org.apache.tomcat.maven:tomcat7-maven-plugin:2.1-SNAPSHOT (/home/gilberto.andrade/.m2/repository/org/apache/tomcat/maven/tomcat7-maven-plugin/2.1-SNAPSHOT/tomcat7-maven-plugin-2.1-SNAPSHOT.jar): error in opening zip file -> [Help 1]
[ERROR] 
[ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.
[ERROR] Re-run Maven using the -X switch to enable full debug logging.
[ERROR] 
[ERROR] For more information about the errors and possible solutions, please read the following articles:
[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/PluginDescriptorParsingException

</quote> "
MTOMCAT-128, Olivier Lamy (*$^¨%`£),31/Jan/13 13:19,"any network issues accessing to  http://repository.apache.org/content/repositories/snapshots ?

what is the content of those files:

	/home/gilberto.andrade/.m2/repository/org/apache/tomcat/maven/tomcat7-maven-plugin/2.1-SNAPSHOT/tomcat7-maven-plugin-2.1-SNAPSHOT.jar
	/home/gilberto.andrade/.m2/repository/org/sonatype/plugins/maven-metadata-apache.snapshots.xml

 "
MTOMCAT-128, Gilberto C Andrade,31/Jan/13 16:14,"Yes, I have this problem:

gilberto.andrade@A37710:~$ cat /home/gilberto.andrade/.m2/repository/org/apache/tomcat/maven/tomcat7-maven-plugin/2.1-SNAPSHOT/tomcat7-maven-plugin-2.1-SNAPSHOT.jar
<!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">
<html><head>
<title>302 Found</title>
</head><body>
<h1>Found</h1>
<p>The document has moved <a href=""https://repository.apache.org/content/repositories/snapshots/org/apache/tomcat/maven/tomcat7-maven-plugin/2.1-SNAPSHOT/tomcat7-maven-plugin-2.1-SNAPSHOT.jar"">here</a>.</p>
<hr>
<address>Apache/2.2.20 (Ubuntu) Server at repository.apache.org Port 80</address>
</body></html>


and 

gilberto.andrade@A37710:~$ cat  /home/gilberto.andrade/.m2/repository/org/sonatype/plugins/maven-metadata-apache.snapshots.xml
<!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">
<html><head>
<title>302 Found</title>
</head><body>
<h1>Found</h1>
<p>The document has moved <a href=""https://repository.apache.org/content/repositories/snapshots/org/sonatype/plugins/maven-metadata.xml"">here</a>.</p>
<hr>
<address>Apache/2.2.20 (Ubuntu) Server at repository.apache.org Port 80</address>
</body></html>
gilberto.andrade@A37710:~$ 

 "
MTOMCAT-128, Olivier Lamy (*$^¨%`£),31/Jan/13 16:19,"weird which maven version are you using ?
Last one follow redirect.
To fix that you can probably use directly https://repository.apache.org/content/repositories/snapshots as snapshots repository. (note https rather than http) "
MTOMCAT-128, Gilberto C Andrade,31/Jan/13 16:28,"gilberto.andrade@A37710:~/dev/netbeans-config/reca$ mvn --version
Apache Maven 3.0.3 (r1075438; 2011-02-28 14:31:09-0300)
Maven home: /home/gilberto.andrade/bin/maven
Java version: 1.7.0_07, vendor: Oracle Corporation
Java home: /usr/java/jdk1.7.0_07/jre
Default locale: en_US, platform encoding: UTF-8
OS name: ""linux"", version: ""3.4.11-2.16-desktop"", arch: ""amd64"", family: ""unix""

Can you access this URL https://repository.apache.org/content/repositories/snapshots/org/sonatype/plugins/maven-metadata.xml ? "
MTOMCAT-128, Olivier Lamy (*$^¨%`£),31/Jan/13 16:30,"why this groupId org.sonatype.plugins ??
this is not something hosted @ asf "
