ISSUE_ID,USER,DATE,COMMENT
RAT-29, Robert Burrell Donkin,06-07-08 21:10,"mvn -v
Maven version: 2.0.9
Java version: 1.6.0_06
OS name: ""linux"" version: ""2.6.23-gentoo-r3"" arch: ""amd64"" Family: ""unix""

no NPE but some test failures :-/"
RAT-29, Jukka Zitting,07-07-08 9:08,I upgraded to Maven 2.0.9 and the NPE is now gone.
RAT-33, Gavin,01-09-08 11:01,"I'm guessing the source of this is <subscribe>rat-dev-unsubscribe@incubator.apache.org</subscribe>
from the pom.xml."
RAT-33, Jochen Wiedmann,17-01-09 22:49,"Fixed in the pom.xml, will be fixed on the site automatically when we redeploy it."
RAT-34, Stefan Bodewig,15-07-11 7:53,"I stumbled over this when I refactored the AbstractLicenseAppender code.  The same is true for XML files without an XML decl which would need a slightly different resolution (the XML decl has to be added so we can add the comment).

I'd prefer the second option myself in particular since we don't have any documentation anyway."
RAT-34, Stefan Bodewig,17-07-11 6:28,fixed with svn revision 1147539
RAT-35, Jukka Zitting,15-01-09 16:12,The attached trivial patch fixes this.
RAT-35, Jochen Wiedmann,17-01-09 22:43,"Applied, thank you!"
RAT-36, Jukka Zitting,15-01-09 16:28,"Proposed patch (against rat/main/trunk, revision 734690)."
RAT-36, Jukka Zitting,15-01-09 16:44,Updated patch that modifies also the test cases to match the updated report contents.
RAT-36, Jochen Wiedmann,17-01-09 22:35,"Applied, thank you!"
RAT-39, David Crossley,28-02-09 4:19,"Ensure no line-endings issues:
https://svn.apache.org/repos/private/committers/tools/find_carriage_returns.sh

./apache-rat/src/site/apt/index.apt
./apache-rat-core/src/site/apt/index.apt
./apache-rat-tasks/src/site/apt/index.apt
./src/site/apt/index.apt

Those seem to have mixed line-endings.

A RAT committer on UNIX needs to run 'dos2unix' for those files."
RAT-39, David Crossley,28-02-09 4:24,"Ensure that svn:eol-style settings are ""native"" for all text files:
https://svn.apache.org/repos/private/committers/tools/report_svn_text.pl

Mostly okay. The following are ones with issues.

The committers who did 'svn add' for these files need to see:
http://www.apache.org/dev/version-control.html#https-svn-config

apache-rat/src/site/apt/index.apt
apache-rat-core/src/main/resources/org/apache/rat/plain-rat.xsl
apache-rat-core/src/site/apt/index.apt
apache-rat-core/src/test/resources/elements/LICENSE
apache-rat-core/src/test/resources/elements/NOTICE
apache-rat-plugin/src/main/filtered-resources/rat-report.properties
apache-rat-plugin/src/main/resources/org/apache/rat/mp/identity.xsl
apache-rat-plugin/src/main/resources/org/apache/rat/mp/rat-report.properties
apache-rat-plugin/src/site/apt/index.apt
apache-rat-plugin/src/site/apt/usage.apt
apache-rat-plugin/src/site/apt/examples/basic.apt
apache-rat-plugin/src/site/apt/examples/site.apt
apache-rat-plugin/src/site/apt/examples/verify.apt
apache-rat-plugin/src/site/fml/faq.fml
apache-rat-tasks/src/site/apt/index.apt
src/site/apt/index.apt

See attached patch-eol.txt

Also the files listed with dos2unix problems above, need to have 'svn propset svn:eol-style native'"
RAT-39, David Crossley,28-02-09 4:25,"Some xml files have missing ""XML Declaration"". See attached patch-xml-decl.txt"
RAT-39, Stefan Bodewig,28-02-09 5:48,"I use Ant's fixcrlf task for that in a build file like the attached one.

Thanks David"
RAT-39, Stefan Bodewig,28-02-09 5:49,Ant build file to fix inconsistent line ends
RAT-41, David Crossley,01-03-09 2:16,Patch attached.
RAT-41, Jochen Wiedmann,19-03-09 17:05,"Applied, thank you!"
RAT-43, Gavin,13-12-09 9:48,"Maybe this has been solved as a side effect of something else, or a configuration problem?

Attached is a recent report using ant, no problems with it."
RAT-43, Stefan Bodewig,15-07-11 3:53,"I can't reproduce it myself anymore either, it is quite possible there is/was a bug in the svn trunk version of Ant I've been using at that point in time."
RAT-44, Jochen Wiedmann,03-04-09 11:17,Changed in SVN and deployed to the Incubator web site. Thanks!
RAT-62, Gavin,17-07-09 6:31,Attaching diff of the 4 files with missing headers.
RAT-62, Gavin,07-02-10 10:41,"Added license headers to 3 files, preferring to exclude the BUILD.txt file.

The tests should now just report on the 5 purposely failed files."
RAT-63, Giridharan Kesavan,16-09-09 6:49,"attached a patch that adds the right URI to the -taskdef ant target
-tnx"
RAT-63, Stefan Bodewig,16-09-09 8:17,"fixed in svn revision 815659

Thanks"
RAT-64, Brian Fox,27-09-09 17:55,Here's a patch that corrects all the links and makes an attempt at cohesive navigation between all the pieces.
RAT-64, Felix Knecht,15-01-10 22:55,"Why not using preset menus [1] instead of enumerating modules and parents?

[1] http://maven.apache.org/plugins/maven-site-plugin/examples/sitedescriptor.html (Including Generated Content)"
RAT-64, Brian Fox,05-02-10 1:50,Applied Felix's patch.
RAT-70, Felix Knecht,12-01-10 0:56,Add missing section closing
RAT-70, Gavin,08-02-10 0:34,"Committed r907529 , thanks!"
RAT-71, Gavin,07-02-10 23:07,"Some work has been done to the main RAT site, can you check against this patch and confirm if it is still required / upto date.

Thanks"
RAT-71, Felix Knecht,07-02-10 23:50,"Patch still required and up to date.

	Missing page would be at [0]
	Or goto [1] and click on 'Goals'



[0] http://incubator.apache.org/rat/apache-rat-plugin/plugin-info.html
[1] http://incubator.apache.org/rat/apache-rat-plugin/index.html"
RAT-71, Gavin,08-02-10 0:30,"Committed r907528, thanks!"
RAT-80, Philipp Ottlinger,06-12-11 20:40,"Hi,
is the issue still relevant?
Did you try the most current trunk?
Could you provide more details of the failure (e.g. svn revision)?
Thanks"
RAT-80, Orion Poplawski,06-12-11 22:35,"No, I think this issue was fixed."
RAT-81, Stefan Bodewig,15-07-11 12:14,"I think it depends on the java VM as well, I don't seem to get the MalformedInputException on my Ubuntu box using OpenJDK6.

svn revision 1147110 contains an attempt at a testcase but it cannot assert anything since the precondition (there is a MIE) is never true for me.

I think I know how to fix the problem using NIO but so far am reluctant as I don't have a good way to regression test it."
RAT-81, Stefan Bodewig,17-07-11 5:07,svn revision 1147525 now contains the NIO based code which I think should mark the files as binary for you.  It would be good if you could verify for me whether RAT's trunk behaves as desired now.
RAT-81, Stefan Bodewig,27-07-11 6:26,"Let's be optimistic and assume it is fixed, please reopen if the problem pops up again once 0.8 has been released."
RAT-81, Sebb,16-09-14 13:25,"It does not seem right to me to mark XML files with invalid contents as binary.
Binary implies that the file does not need a license, but that is not the case.

Such files should still have a valid license (unless excluded), so RAT should report the file as unreadable or similar."
RAT-81, Sebb,16-09-14 13:37,Also I'm not sure that the test files do have any errors in them
RAT-82, Stefan Bodewig,04-03-11 9:18,See http://mail-archives.apache.org/mod_mbox/incubator-rat-dev/201102.mbox/%3C87fwrmac2v.fsf@v35516.1blu.de%3E
RAT-82, Emily Jiang,11-03-11 11:32,Can you provide a justification for why it won't be fixed? I think this SHOULD be fixed.
RAT-82, Stefan Bodewig,11-03-11 13:02,"Hi Emily,

the justification is inside the email to the dev list I linked in my comment.

The short version is that the Apache Software License is used by projects outside the ASF as well and their source codes will not have the first line of the license text you want the matcher to look for.  If we changed the matcher it wouldn't detect the license for all those other projects anymore."
RAT-82, Emily Jiang,11-03-11 16:28,Thanks Stefan. Failed to spot the link previously.
RAT-86, Stefan Bodewig,11-03-11 14:13,should be fixed with svn revision 1080572
RAT-86, Marlon Pierce,11-03-11 19:55,"SVN version still isn't working for me.  I had to add the line ""	configuration.setHeaderMatcher(Defaults.createDefaultMatcher());"" to the styleReport(...) method. That is, SVN has the code
 public void styleReport(PrintStream out,
302	                            ReportConfiguration configuration)
303	        throws Exception {
304	        final IReportable base = getDirectory(out);
305	        if (base != null) 
{
306	            InputStream style = Defaults.getDefaultStyleSheet();
307	            report(out, base, style, configuration);
308	        }
309	    }

but this throws NullPointerExceptions (not reproduced here).  My local fix (see also the original note) is


    public void styleReport(PrintStream out,
                            ReportConfiguration configuration)
        throws Exception {
        final IReportable base = getDirectory(out);
        if (base != null) 
{
            InputStream style = Defaults.getDefaultStyleSheet();
            //----Add line below------
	    configuration.setHeaderMatcher(Defaults.createDefaultMatcher());
            report(out, base, style, configuration);
        }
    }"
RAT-86, Stefan Bodewig,14-03-11 16:17,"Oops, yes, an oversight, sorry.

Should finally be fixed with svn revision 1081440"
RAT-87, Stefan Bodewig,18-03-11 17:40,refactored the test class and made sure tests are trying as hard as possible to remove all temporary files.
RAT-92, Stefan Bodewig,10-08-11 12:37,fixed with svn revision 1156143
RAT-94, Stefan Bodewig,10-08-11 13:22,should be fixed with svn revision 1156170
RAT-98, Dennis Lundberg,04-11-12 18:38,"The current behavior of the Maven plugin is to log the files that are excluded in the build log.

It can look like this example, where I have excluded the BUILD.txt file:

[INFO] ------------------------------------------------------------------------
[INFO] Building Apache Rat
[INFO]    task-segment: [org.apache.rat:apache-rat-plugin:0.9-SNAPSHOT:check]
[INFO] ------------------------------------------------------------------------
[INFO] snapshot org.apache.rat:apache-rat-core:0.9-SNAPSHOT: checking for updates from apache.snapshots
[INFO] [apache-rat:check 
{execution: default-cli}
]
[INFO] Exclude: BUILD.txt

Did you want for this to be included in the report?"
RAT-98, Sebb,04-11-12 22:15,"Yes, the details need to appear in the report so that it contains all the necessary information.
Ideally this should show all files that are actually excluded, not the file names in the <exclude> tags - i.e. don't show missing files, but do show files that match wildcard entries.

The console log is transitory, so should not be the only place where such information is reported."
RAT-98, Robert Burrell Donkin,06-11-12 19:33,1
RAT-98, Sebb,29-08-13 10:45,"It would be helpful to show the active include and exclude configuration on the report as well; this should be after any defaults have been applied. [The defaults may change between releases, so it is helpful to have the active settings documented.]

For excludes of directory trees, it probably does not make sense to list individual files (there will generally be too many).
It's really only for the more specific excludes where the file names might be useful - the exclude may be too general."
RAT-100, Stefan Bodewig,02-11-11 6:16,should be fixed with svn revision 1196463
RAT-101, Stefan Bodewig,17-11-11 10:32,"Yes, I saw that when I published the release.

Actually I'd prefer a download page like the Commons projects have and it is on my TODO list (I need to do the same for log4net) - I just need to investigate how it is done in Commons.  Do you have any pointers beyond ""read the Commons parent POM""?"
RAT-101, Sebb,17-11-11 13:50,"Commons projects use the commons-build plugin to create download_component.xml which creates the .html as part of mvn site; the download_component.cgi file is manually created and referenced in site.xml

I suspect the plugin may be too Commons-specific to use, but you could just copy an existing download_*.xml file and modify that manually."
RAT-101, Stefan Bodewig,25-11-11 5:18,"Download page is now more user friendly and contains direct links to the mirrors and unmirrored links for KEYS, signatures and hashes."
RAT-101, Sebb,25-11-11 17:54,Thanks. all looks OK now.
RAT-102, Philipp Ottlinger,18-11-11 22:03,Patch with the corrected typo
RAT-102, Gavin,19-11-11 3:56,"Applied, thanks for the patch"
RAT-107, Stevo Slavic,25-09-13 20:28,Attaching apache-rat-project-RAT-107.patch which fixes the issue. Additional integration test is included.
RAT-107, ASF GitHub Bot,09-07-14 12:09,"Github user aledsage commented on a diff in the pull request:

    https://github.com/apache/incubator-brooklyn/pull/49#discussion_r14705854

    — Diff: pom.xml —
    @@ -678,6 +662,64 @@
                         </execution>
                     </executions>
                 </plugin>
    +            <!-- Needed for command-line access, e.g mvn apache-rat:rat and mvn apache-rat:check -->
    +            <plugin>
    +              <groupId>org.apache.rat</groupId>
    +              <artifactId>apache-rat-plugin</artifactId>
    +              <version>0.10</version>
    +              <executions>
    +                <execution>
    +                  <phase>verify</phase>
    +                  <goals>
    +                    <goal>check</goal>
    +                  </goals>
    +                </execution> 
    +              </executions>
    +              <configuration>
    +                <!--
    +                     If you wish to override this list in the component (child) pom, ensure you use
    +                         <excludes combine.children=""merge"">
    +                     so that the child pom entries replace the parent entries
    +                 -->
    +                <excludes combine.children=""append"">
    +                  <!-- git and IDE project files -->
    +                  <!-- see https://issues.apache.org/jira/browse/RAT-107 -->
    +                  <exclude>*/.git/*</exclude>
    +                  <exclude>**/.gitignore</exclude>
    +                  <exclude>*/.idea/*</exclude>
    +                  <exclude>*/.iml</exclude>
    +                  <exclude>*/.classpath/*</exclude>
    +                  <exclude>**/.project</exclude>
    +                  <exclude>*/.settings/*</exclude>
    +                  <exclude>*/.log</exclude>
    +                  <exclude>*/brooklyn.log.*</exclude>
    +                  <!-- files not requiring licence -->
    +                  <exclude>ignored/**</exclude>
    +                  <exclude>LICENSE.md</exclude>
    +                  <exclude>**/MANIFEST.MF</exclude>
    +                  <exclude>*/test-output/*</exclude>
    +                  <exclude>*/.pem.pub</exclude>
    +                  <exclude>*/.svg</exclude>
    +                  <exclude>*/.crt</exclude>
    +                  <exclude>*/.csr</exclude>
    +                  <exclude>*/.key</exclude>
    +                  <exclude>*/.key.org</exclude>
    +                  <exclude>*/.psd</exclude>
    +                  <exclude>*/.json</exclude>
    — End diff –

    Is this ok to exclude?"
RAT-107, ASF GitHub Bot,09-07-14 12:10,"Github user aledsage commented on a diff in the pull request:

    https://github.com/apache/incubator-brooklyn/pull/49#discussion_r14705875

    — Diff: pom.xml —
    @@ -678,6 +662,64 @@
                         </execution>
                     </executions>
                 </plugin>
    +            <!-- Needed for command-line access, e.g mvn apache-rat:rat and mvn apache-rat:check -->
    +            <plugin>
    +              <groupId>org.apache.rat</groupId>
    +              <artifactId>apache-rat-plugin</artifactId>
    +              <version>0.10</version>
    +              <executions>
    +                <execution>
    +                  <phase>verify</phase>
    +                  <goals>
    +                    <goal>check</goal>
    +                  </goals>
    +                </execution> 
    +              </executions>
    +              <configuration>
    +                <!--
    +                     If you wish to override this list in the component (child) pom, ensure you use
    +                         <excludes combine.children=""merge"">
    +                     so that the child pom entries replace the parent entries
    +                 -->
    +                <excludes combine.children=""append"">
    +                  <!-- git and IDE project files -->
    +                  <!-- see https://issues.apache.org/jira/browse/RAT-107 -->
    +                  <exclude>*/.git/*</exclude>
    +                  <exclude>**/.gitignore</exclude>
    +                  <exclude>*/.idea/*</exclude>
    +                  <exclude>*/.iml</exclude>
    +                  <exclude>*/.classpath/*</exclude>
    +                  <exclude>**/.project</exclude>
    +                  <exclude>*/.settings/*</exclude>
    +                  <exclude>*/.log</exclude>
    +                  <exclude>*/brooklyn.log.*</exclude>
    +                  <!-- files not requiring licence -->
    +                  <exclude>ignored/**</exclude>
    +                  <exclude>LICENSE.md</exclude>
    +                  <exclude>**/MANIFEST.MF</exclude>
    +                  <exclude>*/test-output/*</exclude>
    +                  <exclude>*/.pem.pub</exclude>
    +                  <exclude>*/.svg</exclude>
    +                  <exclude>*/.crt</exclude>
    +                  <exclude>*/.csr</exclude>
    +                  <exclude>*/.key</exclude>
    +                  <exclude>*/.key.org</exclude>
    +                  <exclude>*/.psd</exclude>
    +                  <exclude>*/.json</exclude>
    +                  <exclude>*/.plxarc</exclude>
    +                  <exclude>**/services/brooklyn.location.LocationResolver</exclude>
    — End diff –

    Presumably these services files could have the comment at the top as well? Not sure if required. @richardcloudsoft what do you think?"
RAT-107, ASF GitHub Bot,09-07-14 12:31,"Github user Nakomis commented on a diff in the pull request:

    https://github.com/apache/incubator-brooklyn/pull/49#discussion_r14706576

    — Diff: pom.xml —
    @@ -678,6 +662,64 @@
                         </execution>
                     </executions>
                 </plugin>
    +            <!-- Needed for command-line access, e.g mvn apache-rat:rat and mvn apache-rat:check -->
    +            <plugin>
    +              <groupId>org.apache.rat</groupId>
    +              <artifactId>apache-rat-plugin</artifactId>
    +              <version>0.10</version>
    +              <executions>
    +                <execution>
    +                  <phase>verify</phase>
    +                  <goals>
    +                    <goal>check</goal>
    +                  </goals>
    +                </execution> 
    +              </executions>
    +              <configuration>
    +                <!--
    +                     If you wish to override this list in the component (child) pom, ensure you use
    +                         <excludes combine.children=""merge"">
    +                     so that the child pom entries replace the parent entries
    +                 -->
    +                <excludes combine.children=""append"">
    +                  <!-- git and IDE project files -->
    +                  <!-- see https://issues.apache.org/jira/browse/RAT-107 -->
    +                  <exclude>*/.git/*</exclude>
    +                  <exclude>**/.gitignore</exclude>
    +                  <exclude>*/.idea/*</exclude>
    +                  <exclude>*/.iml</exclude>
    +                  <exclude>*/.classpath/*</exclude>
    +                  <exclude>**/.project</exclude>
    +                  <exclude>*/.settings/*</exclude>
    +                  <exclude>*/.log</exclude>
    +                  <exclude>*/brooklyn.log.*</exclude>
    +                  <!-- files not requiring licence -->
    +                  <exclude>ignored/**</exclude>
    +                  <exclude>LICENSE.md</exclude>
    +                  <exclude>**/MANIFEST.MF</exclude>
    +                  <exclude>*/test-output/*</exclude>
    +                  <exclude>*/.pem.pub</exclude>
    +                  <exclude>*/.svg</exclude>
    +                  <exclude>*/.crt</exclude>
    +                  <exclude>*/.csr</exclude>
    +                  <exclude>*/.key</exclude>
    +                  <exclude>*/.key.org</exclude>
    +                  <exclude>*/.psd</exclude>
    +                  <exclude>*/.json</exclude>
    — End diff –

    I excluded json as it doesn't support comments, I had a quick look at json files in jClouds (just as an example of an Apache TLP) and their json files don't include the apache header"
RAT-107, ASF GitHub Bot,09-07-14 12:43,"Github user richardcloudsoft commented on a diff in the pull request:

    https://github.com/apache/incubator-brooklyn/pull/49#discussion_r14706993

    — Diff: pom.xml —
    @@ -678,6 +662,64 @@
                         </execution>
                     </executions>
                 </plugin>
    +            <!-- Needed for command-line access, e.g mvn apache-rat:rat and mvn apache-rat:check -->
    +            <plugin>
    +              <groupId>org.apache.rat</groupId>
    +              <artifactId>apache-rat-plugin</artifactId>
    +              <version>0.10</version>
    +              <executions>
    +                <execution>
    +                  <phase>verify</phase>
    +                  <goals>
    +                    <goal>check</goal>
    +                  </goals>
    +                </execution> 
    +              </executions>
    +              <configuration>
    +                <!--
    +                     If you wish to override this list in the component (child) pom, ensure you use
    +                         <excludes combine.children=""merge"">
    +                     so that the child pom entries replace the parent entries
    +                 -->
    +                <excludes combine.children=""append"">
    +                  <!-- git and IDE project files -->
    +                  <!-- see https://issues.apache.org/jira/browse/RAT-107 -->
    +                  <exclude>*/.git/*</exclude>
    +                  <exclude>**/.gitignore</exclude>
    +                  <exclude>*/.idea/*</exclude>
    +                  <exclude>*/.iml</exclude>
    +                  <exclude>*/.classpath/*</exclude>
    +                  <exclude>**/.project</exclude>
    +                  <exclude>*/.settings/*</exclude>
    +                  <exclude>*/.log</exclude>
    +                  <exclude>*/brooklyn.log.*</exclude>
    +                  <!-- files not requiring licence -->
    +                  <exclude>ignored/**</exclude>
    +                  <exclude>LICENSE.md</exclude>
    +                  <exclude>**/MANIFEST.MF</exclude>
    +                  <exclude>*/test-output/*</exclude>
    +                  <exclude>*/.pem.pub</exclude>
    +                  <exclude>*/.svg</exclude>
    +                  <exclude>*/.crt</exclude>
    +                  <exclude>*/.csr</exclude>
    +                  <exclude>*/.key</exclude>
    +                  <exclude>*/.key.org</exclude>
    +                  <exclude>*/.psd</exclude>
    +                  <exclude>*/.json</exclude>
    — End diff –

    s/jClouds/jclouds/ `</pedantic>`"
RAT-109, David Crossley,30-11-11 5:23,Thanks. Patch applied.
RAT-109, jv,30-11-11 15:32,"This patch does not work, at least for my project. It fails because mkdirs does not create the directories, but it does not create the directories because it already exists. It should only throw that exception if the folder does not exist and it fails to create. Patch is pasted below (I tested it for my case at the very least).

Index: src/main/java/org/apache/rat/mp/RatCheckMojo.java
===================================================================
— src/main/java/org/apache/rat/mp/RatCheckMojo.java	(revision 1208465)
+++ src/main/java/org/apache/rat/mp/RatCheckMojo.java	(working copy)
@@ -153,7 +153,7 @@
     public void execute() throws MojoExecutionException, MojoFailureException
     {
         File parent = reportFile.getParentFile();

	if(!parent.mkdirs()) {
+        if (!parent.exists() && !parent.mkdirs()) 
{
             throw new MojoExecutionException(""Could not create report parent directory "" + parent);
         }"
RAT-109, Philipp Ottlinger,30-11-11 20:29,"+1
John is right. Sorry"
RAT-109, Philipp Ottlinger,30-11-11 20:33,Verified that John is/was right.
RAT-109, Stefan Bodewig,30-11-11 20:41,should be fixed with svn revision 1208763
RAT-109, Sebb,30-11-11 21:41,"There's a small window in the patch code which can potentially cause a failure, see https://issues.apache.org/jira/browse/JCI-67 for further details.

The checks need to be the other way round, i.e.

if(!parent.mkdirs() && !parent.exists()) 
{ // or !isDirectory() as appropriate
    throw...
}"
RAT-109, Stefan Bodewig,30-11-11 22:04,applied with svn revision 1208826
RAT-114, jv,09-12-11 16:01,modification to pom files to ignore things in m2e
RAT-114, Robert Burrell Donkin,13-05-12 17:57,"Hi John

Apologies for taking a while to look at this one...

Committed. Many thanks for the patch."
RAT-116, Robert Burrell Donkin,13-05-12 17:34,"+1

Rob"
RAT-116, Dennis Lundberg,04-11-12 18:30,"Documentation updated in r1405598 to better show what is excluded
http://svn.apache.org/viewvc?view=revision&revision=1405598

We should probably open new issues if we want to exclude more files by default."
RAT-117, Philipp Ottlinger,18-06-12 19:09,Patched pom that makes mvn clean install run through.
RAT-117, Philipp Ottlinger,18-06-12 19:10,Since there's no component tentacles I filed the bug here (relates to email on mailing list from 2012-06-18) - sorry.
RAT-117, Robert Burrell Donkin,30-06-12 10:36,"Thanks for recording the bug here. 

I lack project creation karma for JIRA, so I've opened an issue. We can move the bug later."
RAT-117, Robert Burrell Donkin,30-06-12 10:46,Applied. Many thanks for supplying the patch.
RAT-120, Olivier Lamy (*$^¨%`£),26-09-12 21:15,really simplify verify.bsh with a verify.groovy
RAT-120, Robert Burrell Donkin,29-09-12 18:55,Applied (as part of RAT-122). Many thanks for the patch.
RAT-121, Olivier Lamy (*$^¨%`£),26-09-12 21:37,NOTE: patch for RAT-120 include.
RAT-121, Robert Burrell Donkin,29-09-12 18:55,Applied (as part of RAT-122). Many thanks for the patch.
RAT-122, Olivier Lamy (*$^¨%`£),26-09-12 22:44,"NOTE it include RAT-120 and RAT-121.
Could you guys ask for a git mirroring ? I will be easy for more for providing different patches."
RAT-122, Robert Burrell Donkin,29-09-12 18:35,Thanks for raising https://issues.apache.org/jira/browse/INFRA-5328
RAT-122, Robert Burrell Donkin,29-09-12 18:51,(I'm going to assume that the 'missing-license' is just for your local use)
RAT-122, Robert Burrell Donkin,29-09-12 18:55,Applied. Many thanks for the patch.
RAT-123, Robert Burrell Donkin,07-11-12 21:24,Reworked main page
RAT-124, Dennis Lundberg,04-11-12 17:58,"Fixed in r1405594
http://svn.apache.org/viewvc?view=revision&revision=1405594"
RAT-126, Robert Burrell Donkin,19-02-13 19:47,"Hi Bernd

We're pushing towards releasing Apache Rat 0.9 very soon. If you could supply a patch including appropriate tests, we might be able to squeeze a fix in. Otherwise, it will probably need to wait until 0.10 (though I hope we'll be able to release more often in the new future).

Robert"
