User_ID,User_name,Reputation,Comment,Comment_ID,Date,Post_ID
499466,JensG,8038,There is none (yet). But to my knowledge R is able to use C/C++ libaries?,78901647,1504137159,45720640
1795570,Joe Jankowiak,122,"Huh, I just tried it and I guess chrome defaults now to not allowing cross site loading... I haven&#39;t used iFrames in years so my answer is incorrect.",78901646,1504137152,45971235
7586528,Anton Dementiev,976,"Answering your questions will, unfortunately, require a crash course in JavaScript, which goes far beyond the scope of the question asked. Codeacademy has a free JS starter course recommended by Google. I&#39;m afraid none of the solutions offered here will be of any use to you if don&#39;t get yourself familiar with these basic concepts.",78901645,1504137149,45901043
8388519,Dylan,64,"you need to add one line above your print statement(out of that for loop), which is your if len(current)&gt; len(longest): longest = current.  Since if you don&#39;t, the update of longest = current within the forloop may not happen.  Try the test case &#39;abcdef&#39; you will know what I mean.",78901644,1504137139,31067190
269035,Matt G,234,"Marking as answer. Performance is now vastly improved (&lt;1s). The null-conditional operator took as long as the try/catch, but using the first method you&#39;ve suggested seems to have nailed it.",78901643,1504137133,45953169
1272833,HMHero,1527,Just wondering how do you find out if a user made a purchase from the different device? Don&#39;t the user needs to log into itunes again in different device?,78901642,1504137129,45970806
1210329,geocodezip,103987,"Does your code use those &quot;properties&quot;? I would expect javascript errors that might explain the issue. Please provide a <a href=""https://stackoverflow.com/help/mcve"">Minimal, Complete, and Verifiable example</a> that demonstrates your issue.",78901641,1504137128,45922122
1185845,Espinosa,1251,"Thank you, I tested your solution, it definitively works, and yes again, there was no performance gain.",78901638,1504137115,45784090
2476733,Tsea,99,Well my code does that and adds one image to product gallery. Is there anything else you did to get this working?,78901637,1504137104,45971067
3657742,chrisb,15238,looks like you need a type annotation on <code>ret_val</code>?,78901636,1504137099,45970563
1839104,Swordfish,88,"You star @LeonidMakarov, I&#39;ll give this a go 👍",78901635,1504137093,44806365
8535665,Melissa,11,I tried the macro and it is leaving two values in the active worklist that it should delete (A2 and A4). Do you know what this means? I  updated the the Macro here:      Set compareFrom = wb1.Worksheets(&quot;Sheet1&quot;).Range(&quot;A1:A20&quot;),78901634,1504137073,45962357
6491336,Franker,15,"yup , you are exactly right , it seems that the event triggered after the onCreate . i created a button to refresh and now it works , but i dont really want to do that with a button , u know of any other soultion?",78901633,1504137067,45970610
2320035,sascha,8241,This is very very broad. You can use np.unique() on some flattened view or hash and work on hashes. But that decision is hard to do blindly.,78901632,1504137056,45971257
8396335,Cordell,33,"Getting current errors in PHP: [30-Aug-2017 23:48:57 UTC] PHP Warning:  mysqli_fetch_array() expects parameter 1 to be mysqli_result, object given in /home/iamlive/public_html/changes.php on line 25 [30-Aug-2017 23:48:57 UTC] PHP Notice:  Undefined variable: follows in /home/iamlive/public_html/changes.php on line 31",78901631,1504137056,45971081
53788,Paul,21027,I recommend against storing images in the database at all. Put them in cheap storage (eg S3) and store the URL in the database,78901630,1504137048,45958029
7859096,Jonathan Pacheco,85,Awesome! but in my hands the column &#39;PROB&#39; show a value of 1 for all,78901629,1504137031,45970618
327386,RPM,2440,I dont see the small &quot;open&quot; banner either if I pull down :(,78901628,1504137026,32737184
2286337,Zindarod,996,You must be inside the directory containing the extracted OpenCV files. Then run: <code>mkdir build</code> and <code>cd build</code>. Then you can run <code>cmake</code> command.,78901627,1504137021,45971198
6535663,David Lee,1047,In the left panel it literally says .NET Core... right below the Web option.,78901626,1504137016,45971227
1687119,dbush,56549,"@M.M I don&#39;t think it qualifies as a dup.  That question seems to be primarily discussing objects in different translation units and focuses on conversion to <code>uintptr_t</code>, while this one is regarding objects in the same translation unit.  The answers there also don&#39;t reference the gcc bugzilla tickets discussing the issue.",78901624,1504137004,45966762
4970632,Luke Davis,459,Thanks! Will mark this thread as duplicate.,78901623,1504136982,45967243
8540450,Jack K.,1,I might not have explained my problem well. Each of the cells has their own unique set of characters ranging from 0-9 A-Z (including lower case). I want to find all of the &quot;A&quot; located in each of the cells and turn them lets say red. Then i want to find all of the &quot;B&quot; and change them a different color. So on and so fourth until all the characters are covered. Thanks again.,78901622,1504136965,45971028
14104,epascarello,134175,Write your own browser and ignore the restrictions?,78901621,1504136961,45971265
520771,neolaser,2599,"Oh sorry, that was just a typo when I wrote the example. Update :)  The handleOnPress only happens once per touchableHighlight. I have verified this",78901620,1504136952,45931129
53788,Paul,21027,@NeedHelp it may be a different reason but the solution is the same: hit it with a request.,78901619,1504136951,45949852
243614,Sertac Akyuz,44090,How do you define not having a value?,78901618,1504136950,45968955
54538,Hadi Eskandari,12969,That&#39;s true. Not sure what you want to achieve. Maybe rephrase the question?,78901617,1504136944,45962335
1386159,Dalton Metzler,6,Is there any other way to do it? Maybe without iFrame?,78901616,1504136938,45971265
174777,John Rotenstein,32491,Why do you wish to delete the AMIs? Is the reason they were originally created no longer valid once the instance has been terminated?,78901615,1504136937,45969216
8361327,cjtampa,22,"I am sorry, how do I check the key if it contains ListView1. Thanks again for the help.",78901614,1504136936,45970011
6201440,Aydin,638,Are you getting the error in PHP or in JS?,78901613,1504136926,45971081
5281101,Amma,37,"You&#39;re correct, it works in Safari 10 but still has TypeError logged in console. And the functionality completely breaks down from Safari 9 below. I&#39;m using Browserstack beside my own Mac.",78901612,1504136925,45971119
2743955,Kearney Taaffe,183,"how do you set the timezone? Like, if I&#39;m in Australia/Brisbane timezone, and want to know the number of seconds to 8am PST or PDT , how does this snippet figure that time difference ?",78901611,1504136924,45971096
8181085,Collin DeSoto,40,Well I need each event to be listed on the correct day when each day blog is created. If the ejs var is outside the script I can&#39;t dynamically list each event on the correct day. If I don&#39;t use a script tag I will end up with a lot of &lt;% tags,78901610,1504136922,45971233
3412322,Daniel Beck,6223,These two code samples are not equivalent.,78901609,1504136915,45970969
1563523,Bokai,37,"It was a great idea, bummer it didn&#39;t work.  Thanks for checking.",78901608,1504136913,45968143
2507832,Dayne,18,Thanks LasVegasCoder - unfortunately your solution did not change the outcome,78901607,1504136909,45970964
1386159,Dalton Metzler,6,Is there anyway to get around this for websites that wont let you load it?,78901606,1504136884,45971235
3106174,Advice-Dog,657,"Yes, you&#39;re not creating a Channel in that code, you&#39;re just passing a String as the id. Look at how in my example I&#39;m creating a Channel and adding it to the NotificationManager. Make sure you&#39;re actually doing that step. Then later, I&#39;m able to set the Channel&#39;s Id by with that Channel.",78901604,1504136876,45875386
7108653,Tanaike,3268,I&#39;m sorry I couldn&#39;t be helpful for you.,78901602,1504136862,45968143
5170722,Sredny M Casanova,744,"@sideshowbarker correct, I have that header but I need it in the backend. I don&#39;t post the code of the front because I have a generic class to dispatch all the requests and it&#39;s little difficult to post all that code here. However, i can say that it works to make POST request to others API&#39;s that are hosted in the same server because I already checked it.",78901601,1504136857,45967591
8321249,H.Ramsey,11,also @L.B I&#39;ll throw it up there in a few days. Timelines shifted at work. It&#39;s called in its own thread to reduce load on the UI thread.,78901600,1504136855,45949755
174777,John Rotenstein,32491,"I presume you are referring to <a href=""https://marketing.adobe.com/resources/help/en_US/sc/clickstream/datafeeds_configure.html"" rel=""nofollow noreferrer"">Adobe Experience Amazon S3 File Delivery</a>. In your above tests, how did you access the bucket? Did you use the <a href=""http://aws.amazon.com/cli/"" rel=""nofollow noreferrer"">AWS Command-Line Interface (CLI)</a> with credentials for the IAM User you created, or did you just put the above links in a web browser? Please Edit your question to provide more detail about exactly how you tested access.",78901597,1504136844,45969962
955263,Ammo Goettsch,451,Updated the code above,78901596,1504136841,21119937
1185845,Espinosa,1251,"I made figured out that for the three table with two joins scenario one has to make union of 4 queries: one were <code>label_id is null and tag_id is null</code>, <code>label_id is not null and tag_id is null</code> with joined labels, <code>label_id is null and tag_id is not null</code> with joined tags and finally <code>label_id is not null and tag_id is not null</code> with joined both labels and tags. Right? At least that was worked for me. Which makes really big query and the slowest solution.",78901595,1504136839,45785211
2320035,sascha,8241,"I&#39;m surprised to see, that gurobi nowadays support stuff like that somewhat out of the box since version 7. So <a href=""http://www.gurobi.com/documentation/7.0/refman/constraints.html"" rel=""nofollow noreferrer"">start here: general constraints</a>.",78901594,1504136830,45965926
616443,j08691,146945,You&#39;re constantly overwriting your email content when you do <code>$e_content =</code>. You need to concatenate the text like <code>$e_content .=</code>,78901592,1504136816,45971224
1863229,Tim Biegeleisen,116746,"<code>That is not working</code> ... um, yes it is, check the demo.",78901591,1504136814,45964035
2476735,David Young,8704,"@DouglasParker You cannot &quot;take a value out of&quot; an IO action. That is an important aspect of how purity is maintained. So, it would be impossible to use any of those things in a <code>main</code> that isn&#39;t an IO action, such as the one you are suggesting.",78901589,1504136804,45971057
257182,RobG,82985,"As far as I can tell, the <a href=""https://www.w3.org/TR/html5/forms.html#dom-input-valueasdate"" rel=""nofollow noreferrer""><i>HTML specification</i></a> says you should be able to directly assign from one <i>valueAsDate</i> to another. Support for date inputs is not strong, and likely very few implementations fully support all the related functionality. You seem to already have &quot;the cleanest code&quot;, just make it a function.",78901588,1504136802,45963888
8309717,alton1231,28,"Perfect. Thank you so much! I had done something like this earlier when I was trying to do this myself, but what I had was just close enough to still give a REALLY wrong answer.",78901587,1504136801,45968265
1795570,Joe Jankowiak,122,"You can load other sites with iFrames, I was unaware that Google doesn&#39;t allow you to load their website. I thought the only restriction was not editing JS if its another domain.",78901585,1504136784,45971235
403403,cscho,120,"@JoelHandwell in the new HAProxy version 1.6.5 the syntax has changed <a href=""https://superuser.com/questions/1080306/haproxy-configuration-errors"" title=""haproxy configuration errors"">superuser.com/questions/1080306/haproxy-configuration-errors</a>",78901584,1504136782,36912330
4763083,jonahe,869,"Sorry, don&#39;t think I can help. I would perhaps start with trying to just add some extra divs around navbar, footer and children, to see if it makes the hierarchy any clearer.  Or add a new div around the whole existing div, then let put the footer on the same level as the inside div..     Something like this:      &lt;div&gt;&lt;innerdiv&gt;nav +  children&lt;/innerdiv&gt;&lt;Footer /&gt;&lt;/div&gt;",78901583,1504136779,45964878
5834700,DoubleFlow,4,wish to merge the two csv&#39;s into one table for analyzing. I have assigned each file with a number using the enumerate function but now wish to pull these assigned files from the list for further analysis.,78901582,1504136775,45970335
1386159,Dalton Metzler,6,"@epascarello When I paste this code it&#39;s just white. <a href=""https://evemirror.com/mirror/modules/lyft/"" rel=""nofollow noreferrer"">evemirror.com/mirror/modules/lyft</a>",78901580,1504136774,45971235
1385774,maSTAShuFu,2537,yes.. collations are used for string matching as a standard but can be extend over the queries,78901579,1504136771,45971070
8518689,turmuka,572,"You still don&#39;t have to include your ejs javascript in the script tags, just place them outside and create the calender there @CollinDeSoto",78901577,1504136746,45971233
393805,tftd,9174,Try deleting your <code>vendor</code> directory and re-running composer install. I had similar issues before and that fixed it for me.,78901576,1504136743,45970463
252243,Sean Carroll,588,I think I&#39;m missing an important piece of the problem. Why cant you localize the message? Check if the throwable is InvalidFormatException if it is cast to that which allow you to get the type (in this case int) and value (&quot;500s&quot;) then you can pass a localization key to messageSource.getMessage along with an object array that contains type and value. Your InvalidFormatException message key could then be defined something like InvalidFormatException={0} is not valid for type {1}. If you think I&#39;m on the right track I can provide what I have in a sample app,78901575,1504136713,45965265
2128362,jackarms,1089,Could you update the question with that edit?,78901574,1504136709,45971138
1185845,Espinosa,1251,"You are right, using <code>union all + right join</code> is another correct solution and a working alternative. Your answer is however badly formatted and incomplete; it&#39;s missing the second joined table. Please fix it and I am happy to add points.",78901573,1504136707,45785211
3995712,Douglas Parker,102,"I understand that this model does not address file IO as a general concept. Reading and writing files directly would still need to be done using Haskell&#39;s existing syntax. IO actions are still necessary for those cases. My question is why the additional syntax and complexity is necessary specifically for the <code>main</code> function. I feel like it already fits the pure functional model, the Haskell committee just chose not to use it as such.",78901572,1504136706,45971057
5283424,Michael Dimmitt,237,"Using a mac, I had to remove the semi-colin but I see you already did that.  <code>Additionally I had to sudo cp etc&#47;php.ini.default etc&#47;php.ini</code>",78901571,1504136702,33090022
159145,Dai,58996,"@GregoryArenius This index does cover the entire table. This index is not used for searching or query performance, only to enforce the <code>UNIQUE</code> constraint for <code>claim_number</code>+<code>line_id</code> when <code>line_id</code> is specified. Perhaps there&#39;s a better approach than using <code>ON CONFLICT</code>?",78901570,1504136698,45970240
14104,epascarello,134175,did you try it?,78901569,1504136690,45971235
2476735,David Young,8704,"A <i>lot</i> of things wouldn&#39;t fit into that pattern, such as any interactive command line program.",78901568,1504136690,45971057
7922496,vin bill,1,"when you back to hoempage, add a query string in your url.  <a href=""https://www.vitamix.com/us/en_us/?cart="" rel=""nofollow noreferrer"">vitamix.com/us/en_us/?cart=</a>",78901567,1504136690,45963785
6561396,i1zivkovic,32,@JoeJankowiak I tried with your answer and still got 0 rows.,78901566,1504136689,45971151
2306297,Abhinav Mutreja,16,I was able to login. Dint used AWS ecr get login command first to get the docker login command.,78901565,1504136689,45949212
8181085,Collin DeSoto,40,I understand but I was using the script to create the calendar,78901564,1504136686,45971233
3164070,Dave Nottage,598,"Please provide a <a href=""https://stackoverflow.com/help/mcve"">Minimal, Complete, and Verifiable example</a>",78901563,1504136681,45964645
7719959,Samuel S. Salazar,8,So I need to set the collation same for all databases ?,78901561,1504136677,45971070
360626,Matthew Chung,487,"Yes, you are right, <code>hey</code> is not in <code>UserState</code> so I thought flow would complain that the hey property is not in the object.",78901560,1504136673,45971043
8540542,Touba chouhan,6,in Visual studio 2017 it does not show thirs option. how i cann access this. kindly help...,78901559,1504136671,45971227
14104,epascarello,134175,Yes you can use an iframe if the site allows it to be framed. Google does not.,78901558,1504136663,45971196
8540450,Jack K.,1,Oh I&#39;m sorry i followed the directions.. Been a long day.,78901556,1504136654,45971028
8396335,Cordell,33,"After referencing the class, all seems to be working except I&#39;m getting the error &quot;followers_count=null&quot;. Not sure what I&#39;m doing wrong, as the followers_count does in fact update, just not in real time.",78901555,1504136642,45970957
6561396,i1zivkovic,32,@JoeJankowiak I did use md5 :),78901554,1504136638,45971151
87189,tadman,129872,"You need a dispatch table, often just a humble <code>switch</code> statement.",78901553,1504136636,45971152
5087436,Alexander Reynolds,2958,"Possible duplicate of <a href=""https://stackoverflow.com/questions/36316961/fill-the-binary-image-without-imfill-function-in-matlab"">Fill the binary image without imfill function in MATLAB</a>",78901552,1504136635,45968617
4550880,Leonid Makarov,191,"This is possible using CloudFront and Lambda@Edge. See the answer here: <a href=""https://stackoverflow.com/a/45971193/4550880"">stackoverflow.com/a/45971193/4550880</a>",78901551,1504136620,44806365
2718295,cowbert,647,"this is because without <code>var</code> you are creating/modifying <code>init</code> in global scope, that is why it&#39;s accessible later on. This isn&#39;t very good practice. Better to just return the closure, which is why Vivin Paliath&#39;s answer is preferable.",78901550,1504136616,32633094
6412823,Samra,170,can someone tell me why it is not redirecting to the specified url ..could the url be wrong? its not crashing any more but stays on the same page,78901549,1504136614,13874154
14104,epascarello,134175,you can not return from asynchronous methods. you need to look at promises.,78901548,1504136613,45971209
6561396,i1zivkovic,32,"@ObsidianAge It is commented really, and I just followed some tutorial while trying to learn ;)",78901547,1504136613,45971100
5792760,AzraelPwnz,6,"I posted the wrong query code. My apologies guys:    <code>gym.findByIdAndUpdate(&quot;Members&quot;, {$push: &#39;Classes.0.registeredMembers&#39;}, {safe: true, upsert: true}, function(err, model) { 										if (model != null) { 											console.log(&#39;Updated Member_Index with UID&#39;); 											res.sendStatus(200); 										} else { 											console.log(&#39;Failed to update&#39;); 											console.log(err); 											res.status(404).send(&#39;Failed to update Member_Index&#39;) 										} 									});</code>",78901545,1504136612,45971138
404566,drifter,380,"It&#39;s one model &quot;Child&quot; that needs to be split into two collections, not two models that need to be stored in one table. Why would you create two classes for the same logical type in your model? Can you show how you would solve the above problem in code?",78901544,1504136609,45970976
28376,philnash,26812,Let me know how you get on!,78901543,1504136607,45880430
1385774,maSTAShuFu,2537,i see. normally you&#39;ll have a collation SQL_Latin1_General_CP1_CI_AS for all database and apply Supplementary Characters when filtering but only to a number of data types...,78901542,1504136597,45971070
4909087,cᴏʟᴅsᴘᴇᴇᴅ,29095,"No data, no help.",78901539,1504136583,45971219
209103,Frank van Puffelen,133137,"Yes. I&#39;d recommend in that case storing an inverted index, instead of a query. So <code>&#47;languages&#47;en&#47;video1: true</code>. With that, each language is just a lookup. And doing multiple lookups is faster than you may think, because the requests are pipelined. See <a href=""http://stackoverflow.com/questions/35931526/speed-up-fetching-posts-for-my-social-network-app-by-using-query-instead-of-obse/35932786#35932786"" title=""speed up fetching posts for my social network app by using query instead of obse"">stackoverflow.com/questions/35931526/&hellip;</a>",78901536,1504136573,45968068
2320035,sascha,8241,"This does not make much sense imho. Being very informal: solving CNF is NP-hard, solving HornSat is in P. This means (using basic arguments by contradiction): complexity-wise, this transformation is as hard as solving the original CNF-SAT (NP-hard) and the output might be of exponential-size (not much you can do then with your HornSAT solver)!",78901535,1504136568,45895090
